AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,O_GROUP,LOC_QUOTIENT,PCT_TOTAL,PRIM_STATE,PCT_RPT
11,DC,District of Columbia,37-2012,Maids and Housekeeping Cleaners,NA,4470.0,3.9,6.718,0.97,15.76,32770.0,1.9,11.11,14.52,16.22,17.73,18.94,23110.0,30210.0,33730.0,36870.0,39390.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,37-2021,Pest Control Workers,NA,40.0,31.6,0.065,0.13,20.32,42260.0,4.1,9.07,16.42,21.15,25.5,28.22,18870.0,34160.0,43980.0,53040.0,58700.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,37-3011,Landscaping and Groundskeeping Workers,NA,590.0,5.2,0.883,0.14,17.01,35370.0,4.9,10.73,12.56,15.61,20.37,26.53,22330.0,26120.0,32460.0,42370.0,55190.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,37-3013,Tree Trimmers and Pruners,NA,40.0,35.9,0.062,0.2,20.89,43460.0,2.4,13.4,15.7,18.6,28.11,28.12,27880.0,32660.0,38690.0,58470.0,58480.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,37-3019,"Grounds Maintenance Workers, All Other",NA,290.0,12.3,0.437,3.04,17.95,37340.0,5.3,9.39,11.25,16.17,21.94,31.04,19530.0,23390.0,33630.0,45630.0,64570.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-0000,Personal Care and Service Occupations,NA,10990.0,6.1,16.507,0.55,16.21,33720.0,3.4,9.13,10.49,13.65,18.09,25.45,19000.0,21830.0,28380.0,37630.0,52930.0,NA,NA,2013,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-1021,First-Line Supervisors of Personal Service Workers,NA,480.0,13.3,0.721,0.64,22.62,47050.0,4.0,13.7,16.56,22.05,27.49,33.06,28500.0,34440.0,45870.0,57180.0,68750.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-2021,Nonfarm Animal Caretakers,NA,150.0,43.5,0.227,0.19,13.3,27670.0,5.1,9.76,10.42,11.52,16.31,18.63,20300.0,21670.0,23950.0,33920.0,38760.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",NA,580.0,24.0,0.872,1.08,11.23,23360.0,7.2,8.55,8.84,9.31,12.62,15.45,17780.0,18380.0,19360.0,26240.0,32140.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-3091,Amusement and Recreation Attendants,NA,80.0,39.0,0.113,0.06,10.36,21550.0,3.8,8.56,8.83,9.29,10.82,14.18,17800.0,18370.0,19330.0,22500.0,29500.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-3092,Costume Attendants,NA,80.0,36.6,0.115,2.59,25.91,53890.0,14.9,12.05,13.52,16.65,22.18,36.46,25060.0,28110.0,34630.0,46140.0,75840.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",NA,40.0,17.6,0.053,0.37,13.11,27270.0,8.8,8.75,9.22,14.44,16.58,17.76,18190.0,19170.0,30030.0,34480.0,36940.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",NA,1070.0,18.7,1.6,0.6,21.07,43830.0,14.5,8.84,9.76,16.85,22.48,35.42,18380.0,20310.0,35040.0,46750.0,73670.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-5092,Manicurists and Pedicurists,NA,60.0,36.5,0.09,0.17,13.01,27060.0,9.8,8.69,9.16,12.01,16.12,20.38,18070.0,19050.0,24980.0,33520.0,42390.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-5093,Shampooers,NA,120.0,28.3,0.176,1.49,9.5,19750.0,4.2,8.53,8.76,9.14,10.05,11.2,17730.0,18220.0,19020.0,20910.0,23300.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-5094,Skincare Specialists,NA,130.0,27.3,0.202,0.79,19.14,39820.0,10.6,9.07,11.7,16.2,24.12,32.93,18860.0,24340.0,33710.0,50170.0,68500.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-6011,Baggage Porters and Bellhops,NA,630.0,6.0,0.951,2.88,17.25,35880.0,8.6,8.92,10.0,13.5,18.21,22.8,18540.0,20790.0,28080.0,37880.0,47430.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-6012,Concierges,NA,1170.0,14.6,1.762,7.74,16.43,34170.0,5.0,11.96,13.07,15.12,17.64,20.85,24880.0,27180.0,31440.0,36690.0,43370.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-7011,Tour Guides and Escorts,NA,190.0,12.3,0.291,1.12,18.85,39210.0,5.3,12.67,14.65,17.29,24.43,27.26,26350.0,30470.0,35960.0,50800.0,56700.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-9011,Childcare Workers,NA,1290.0,27.5,1.935,0.43,16.04,33360.0,9.5,9.72,12.13,15.73,18.2,24.46,20220.0,25240.0,32720.0,37860.0,50880.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-9021,Personal Care Aides,NA,2370.0,17.7,3.563,0.42,11.01,22900.0,3.0,9.23,9.79,10.73,11.72,13.76,19190.0,20360.0,22310.0,24370.0,28630.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-9031,Fitness Trainers and Aerobics Instructors,NA,1030.0,15.7,1.551,0.86,20.63,42910.0,4.8,9.21,12.98,17.06,22.47,37.06,19150.0,27000.0,35490.0,46740.0,77090.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-9032,Recreation Workers,NA,650.0,6.8,0.981,0.41,20.64,42940.0,5.0,10.11,14.81,18.65,24.45,31.44,21030.0,30800.0,38780.0,50860.0,65400.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-9041,Residential Advisors,NA,620.0,11.4,0.931,1.4,13.66,28400.0,2.3,9.65,11.43,13.08,14.71,18.21,20070.0,23770.0,27210.0,30590.0,37880.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,39-9099,"Personal Care and Service Workers, All Other",NA,**,**,**,**,14.52,30200.0,5.0,9.89,11.06,13.99,16.83,18.51,20560.0,23010.0,29100.0,35000.0,38500.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-0000,Sales and Related Occupations,NA,26270.0,4.2,39.458,0.37,20.17,41950.0,3.3,8.94,9.75,13.67,22.25,39.83,18590.0,20270.0,28430.0,46270.0,82840.0,NA,NA,2013,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-1011,First-Line Supervisors of Retail Sales Workers,NA,1890.0,9.4,2.842,0.31,21.63,44990.0,2.7,14.34,16.87,20.3,23.87,31.76,29830.0,35090.0,42220.0,49660.0,66070.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-1012,First-Line Supervisors of Non-Retail Sales Workers,NA,600.0,18.5,0.894,0.48,35.54,73910.0,4.0,15.33,23.36,29.66,46.92,57.72,31890.0,48590.0,61700.0,97590.0,120060.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-2011,Cashiers,NA,8110.0,8.4,12.177,0.48,11.03,22940.0,1.6,8.75,9.14,10.15,12.02,14.69,18200.0,19010.0,21110.0,25010.0,30550.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-2021,Counter and Rental Clerks,NA,560.0,20.2,0.841,0.26,13.23,27520.0,6.5,8.75,9.18,11.09,15.96,20.27,18190.0,19100.0,23070.0,33200.0,42150.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-2031,Retail Salespersons,NA,6420.0,7.8,9.645,0.29,12.75,26530.0,2.7,8.78,9.21,10.87,14.65,18.65,18250.0,19160.0,22620.0,30480.0,38790.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-3011,Advertising Sales Agents,NA,**,**,**,**,30.87,64220.0,7.0,12.83,17.03,24.1,40.36,56.14,26690.0,35420.0,50120.0,83950.0,116780.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-3021,Insurance Sales Agents,NA,530.0,19.8,0.799,0.3,30.63,63710.0,6.2,15.24,18.68,25.26,35.1,57.38,31700.0,38860.0,52550.0,73000.0,119340.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-3031,"Securities, Commodities, and Financial Services Sales Agents",NA,1160.0,13.6,1.742,0.71,50.08,104170.0,9.0,16.13,22.98,40.31,62.14,#,33550.0,47790.0,83850.0,129240.0,#,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-3041,Travel Agents,NA,510.0,20.9,0.771,1.59,18.54,38570.0,7.9,10.51,13.03,17.1,21.66,27.04,21860.0,27100.0,35560.0,45050.0,56230.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-3099,"Sales Representatives, Services, All Other",NA,2290.0,20.2,3.436,0.6,31.84,66240.0,7.8,13.28,16.64,26.36,40.57,56.9,27610.0,34610.0,54830.0,84390.0,118350.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NA,440.0,12.9,0.658,0.25,36.12,75130.0,4.2,17.12,22.8,33.15,44.13,58.92,35620.0,47430.0,68950.0,91790.0,122560.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",NA,1210.0,16.6,1.816,0.17,30.98,64440.0,8.6,12.88,17.71,24.17,34.61,60.23,26780.0,36840.0,50280.0,71990.0,125290.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-9011,Demonstrators and Product Promoters,NA,**,**,**,**,16.25,33810.0,17.1,9.35,10.32,14.77,18.63,27.73,19450.0,21470.0,30730.0,38740.0,57690.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-9021,Real Estate Brokers,NA,470.0,30.6,0.701,2.38,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-9022,Real Estate Sales Agents,NA,650.0,10.8,0.975,0.81,35.38,73590.0,15.3,13.08,15.87,26.03,45.66,63.42,27200.0,33010.0,54150.0,94970.0,131910.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-9031,Sales Engineers,NA,**,**,**,**,41.43,86160.0,17.5,26.08,29.58,46.85,52.28,55.54,54240.0,61530.0,97440.0,108740.0,115520.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-9041,Telemarketers,NA,**,**,**,**,12.56,26130.0,2.8,8.86,9.26,11.16,13.8,17.91,18420.0,19270.0,23210.0,28700.0,37250.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,41-9099,"Sales and Related Workers, All Other",NA,370.0,27.8,0.562,0.65,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-0000,Office and Administrative Support Occupations,NA,80990.0,1.6,121.635,0.75,23.18,48210.0,1.0,12.59,16.32,21.63,27.78,35.71,26190.0,33940.0,44980.0,57790.0,74270.0,NA,NA,2013,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-1011,First-Line Supervisors of Office and Administrative Support Workers,NA,5010.0,3.5,7.52,0.73,32.74,68100.0,1.7,19.37,23.93,30.55,39.66,50.32,40290.0,49780.0,63550.0,82490.0,104660.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-2011,"Switchboard Operators, Including Answering Service",NA,440.0,12.4,0.66,0.74,17.38,36160.0,1.8,12.29,15.12,16.96,18.96,22.46,25560.0,31450.0,35270.0,39430.0,46710.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-2021,Telephone Operators,NA,40.0,16.8,0.056,0.72,18.45,38370.0,5.6,13.23,14.59,17.1,22.75,25.71,27510.0,30340.0,35580.0,47320.0,53490.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3011,Bill and Account Collectors,NA,450.0,14.9,0.672,0.24,25.3,52630.0,4.1,14.55,19.29,24.96,30.18,37.01,30270.0,40130.0,51930.0,62780.0,76980.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3021,Billing and Posting Clerks,NA,1000.0,8.6,1.501,0.4,22.89,47610.0,1.8,15.34,17.87,21.65,26.7,33.13,31900.0,37180.0,45030.0,55530.0,68910.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",NA,4120.0,4.3,6.19,0.52,24.83,51640.0,2.4,15.65,19.13,23.31,28.67,35.79,32540.0,39790.0,48480.0,59640.0,74440.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3051,Payroll and Timekeeping Clerks,NA,740.0,8.0,1.118,0.87,26.03,54140.0,1.8,18.46,21.57,25.7,29.99,34.94,38400.0,44860.0,53460.0,62370.0,72680.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3061,Procurement Clerks,NA,250.0,17.2,0.378,0.73,24.06,50040.0,2.3,17.95,20.7,23.74,26.39,29.44,37340.0,43050.0,49380.0,54880.0,61240.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3071,Tellers,NA,800.0,17.7,1.199,0.3,14.24,29620.0,1.9,10.64,12.12,13.54,15.22,18.54,22130.0,25210.0,28150.0,31660.0,38570.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-3099,"Financial Clerks, All Other",NA,120.0,13.4,0.18,0.57,23.42,48720.0,6.0,13.97,16.68,22.37,29.17,35.59,29050.0,34700.0,46530.0,60680.0,74020.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4011,Brokerage Clerks,NA,70.0,3.8,0.11,0.24,29.68,61740.0,8.2,18.65,21.23,26.32,34.08,47.88,38780.0,44150.0,54750.0,70890.0,99580.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4051,Customer Service Representatives,NA,6590.0,5.7,9.89,0.55,18.94,39390.0,2.4,11.69,13.59,17.21,22.39,28.38,24320.0,28260.0,35800.0,46560.0,59030.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4061,"Eligibility Interviewers, Government Programs",NA,490.0,1.2,0.73,0.78,25.12,52240.0,2.6,18.29,21.47,25.62,27.74,30.89,38050.0,44670.0,53300.0,57710.0,64260.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4071,File Clerks,NA,640.0,10.3,0.959,0.83,19.63,40830.0,2.7,11.88,15.02,19.16,22.81,28.52,24710.0,31250.0,39850.0,47430.0,59310.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4081,"Hotel, Motel, and Resort Desk Clerks",NA,760.0,15.6,1.142,0.65,14.9,30990.0,3.1,10.12,11.71,15.59,17.5,18.8,21050.0,24360.0,32430.0,36400.0,39110.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4111,"Interviewers, Except Eligibility and Loan",NA,280.0,20.8,0.418,0.29,15.93,33140.0,9.5,9.36,11.06,14.91,19.35,24.83,19470.0,23000.0,31020.0,40250.0,51640.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4121,"Library Assistants, Clerical",NA,480.0,5.2,0.718,0.93,23.41,48690.0,8.1,14.31,18.29,21.36,26.98,35.91,29770.0,38040.0,44430.0,56120.0,74700.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4131,Loan Interviewers and Clerks,NA,150.0,34.1,0.23,0.14,21.9,45550.0,7.3,12.96,15.1,19.36,25.23,29.86,26950.0,31400.0,40260.0,52470.0,62110.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4141,New Accounts Clerks,NA,60.0,36.4,0.089,0.21,20.36,42340.0,2.7,16.52,18.88,20.53,22.14,23.62,34370.0,39270.0,42700.0,46060.0,49130.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4151,Order Clerks,NA,320.0,28.0,0.48,0.32,16.66,34650.0,5.2,12.23,13.49,16.04,20.08,22.1,25440.0,28060.0,33370.0,41770.0,45960.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",NA,1120.0,7.4,1.682,1.63,21.93,45620.0,6.4,10.83,18.58,23.0,26.45,29.21,22530.0,38640.0,47830.0,55010.0,60770.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4171,Receptionists and Information Clerks,NA,3840.0,6.5,5.769,0.79,17.0,35350.0,1.3,10.96,13.53,16.71,19.93,22.94,22790.0,28150.0,34760.0,41460.0,47710.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,NA,370.0,33.2,0.562,0.52,18.22,37890.0,4.6,9.1,15.7,18.12,22.41,26.41,18920.0,32650.0,37690.0,46620.0,54930.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-4199,"Information and Record Clerks, All Other",NA,3640.0,0.6,5.463,4.01,25.05,52110.0,2.5,17.57,21.31,25.02,28.47,32.26,36550.0,44310.0,52040.0,59210.0,67110.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5021,Couriers and Messengers,NA,280.0,23.2,0.416,0.74,16.43,34170.0,4.6,10.1,12.64,16.08,19.97,22.33,21000.0,26290.0,33460.0,41530.0,46460.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5031,"Police, Fire, and Ambulance Dispatchers",NA,140.0,0.0,0.208,0.29,28.3,58860.0,2.7,20.31,28.19,29.02,30.97,31.88,42250.0,58620.0,60360.0,64410.0,66300.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",NA,380.0,10.6,0.563,0.4,19.15,39830.0,5.4,10.93,13.65,19.03,24.18,27.71,22740.0,28390.0,39580.0,50300.0,57640.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5051,Postal Service Clerks,NA,150.0,0.0,0.221,0.41,25.07,52160.0,*,23.16,25.88,25.89,26.44,26.45,48170.0,53840.0,53850.0,55000.0,55010.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5052,Postal Service Mail Carriers,NA,920.0,0.0,1.374,0.59,25.4,52840.0,*,16.26,26.06,27.16,27.17,27.17,33810.0,54210.0,56500.0,56510.0,56510.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",NA,650.0,0.0,0.979,1.07,23.85,49600.0,*,14.9,25.47,25.88,25.89,26.44,30980.0,52980.0,53840.0,53850.0,55000.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5061,"Production, Planning, and Expediting Clerks",NA,700.0,17.8,1.048,0.49,21.71,45150.0,4.5,9.72,16.02,21.56,26.44,31.08,20210.0,33320.0,44850.0,55000.0,64650.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5071,"Shipping, Receiving, and Traffic Clerks",NA,620.0,10.3,0.934,0.18,21.6,44930.0,3.9,11.98,19.05,22.65,25.4,28.03,24910.0,39620.0,47110.0,52830.0,58310.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5081,Stock Clerks and Order Fillers,NA,1650.0,9.8,2.475,0.18,16.03,33330.0,3.2,9.63,11.19,15.71,19.86,23.47,20030.0,23280.0,32680.0,41300.0,48810.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,70.0,49.0,0.105,0.2,11.96,24870.0,6.4,8.88,9.3,10.65,13.42,17.78,18470.0,19340.0,22160.0,27910.0,36980.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-6011,Executive Secretaries and Executive Administrative Assistants,NA,9340.0,5.2,14.033,2.46,28.24,58740.0,2.4,17.34,20.91,26.42,33.72,42.51,36060.0,43490.0,54960.0,70130.0,88430.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-6012,Legal Secretaries,NA,4130.0,5.5,6.205,3.73,33.15,68940.0,2.4,19.19,27.29,34.51,40.76,44.77,39920.0,56770.0,71780.0,84770.0,93130.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-6013,Medical Secretaries,NA,1080.0,11.1,1.616,0.42,18.85,39210.0,3.6,12.58,15.11,17.47,21.13,25.82,26160.0,31420.0,36350.0,43940.0,53710.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",NA,12140.0,3.6,18.234,1.12,23.06,47960.0,2.3,14.28,17.66,22.1,27.34,32.6,29710.0,36740.0,45970.0,56860.0,67810.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9011,Computer Operators,NA,200.0,8.3,0.299,0.59,27.18,56530.0,4.4,20.43,23.45,26.1,28.47,32.96,42490.0,48770.0,54280.0,59210.0,68550.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9021,Data Entry Keyers,NA,460.0,17.9,0.692,0.44,19.27,40080.0,3.8,10.16,13.72,19.54,23.54,28.22,21120.0,28530.0,40630.0,48950.0,58690.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9022,Word Processors and Typists,NA,400.0,3.4,0.606,0.91,20.2,42010.0,2.5,14.64,16.39,19.38,23.45,26.38,30450.0,34080.0,40310.0,48770.0,54880.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9031,Desktop Publishers,NA,40.0,22.1,0.067,0.62,21.93,45610.0,8.6,11.47,14.01,18.37,27.28,35.18,23860.0,29140.0,38200.0,56730.0,73170.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9041,Insurance Claims and Policy Processing Clerks,NA,160.0,35.2,0.243,0.14,23.96,49830.0,6.7,15.34,19.3,22.17,30.74,34.32,31910.0,40150.0,46120.0,63940.0,71390.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",NA,1290.0,15.1,1.933,2.59,19.23,39990.0,2.1,12.91,15.64,19.22,22.36,25.86,26850.0,32540.0,39980.0,46520.0,53780.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,43-9061,"Office Clerks, General",NA,9660.0,5.5,14.502,0.68,19.78,41140.0,2.7,9.57,12.6,18.21,23.06,30.96,19910.0,26200.0,37870.0,47970.0,64400.0,NA,NA,2013,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
